Resource ID(s),Unique Identifier,Item Title,Subject,Description,Ancillary Materials,Date,Date Type,Physical Format,Storage Location,Duration Physical,Condition,Contributor,Publisher,Written notes on casing,Preservation Checksum Value,Preservation Filename,Preservation File Location,Preservation Filesize,Digital QC notes,Digitization Grant,Digitization Vendor,Preservation Sample Rate,Preservation Bit Depth,Proxy Filename,Duration Digital,Identifier2,IdentifierSource2
18348,CS-0921,CS-0921 title,"Government/Politics, War/Peace",on Veterans Voice,,1999-06-16,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Howard Zinn,,,,,,,,,,,,,,,
17264,D-033,If I Get Out Alive,"Prison, Youth, Law/Courts/Crime",Youth in prison (Diane Keaton),,1999-06-15,unknown,DAT,KBOO Archives Room,00:59:00,,Diane Keaton,,,,,,,,,,,,,,,
11546,10-1119,10-1119 title,,,,1999-06-15,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Kristin Dawkins,,,,,,,,,,,,,,,
18323,CS-0896,CS-0896 title,Indigenous,interview,,1999-06-07,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Aquash,,,,,,,,,,,,,,,
11526,10-1099,Alternative Radio,"War/Peace, Government/Politics",Alternative Radio - the war on yugoslavia,,1999-06-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Michael Parenti,Alternative Radio,,,,,,,,,,,,,,
14085,7-1802,Memorial Day Massacre,Labor,,,1999-05-31,unknown,1/4 inch audio tape,KBOO Archives Room,00:24:19,,,,,,,,,,,,,,,,,
18184,CS-0757,"Howard Lyman and Virgil Hulse at the 1999 End Corporate Dominance Conference, Portland","Agriculture, Corporations",,,1999-05-22,unknown,1/8 inch audio cassette,KBOO Archives Room,01:28:00,,Howard Lyman,,,,,,,,,,,,,,,
17349,D-114,"Howard Lyman and Virgil Hulse at the 1999 End Corporate Dominance Conference, Portland",,"What the Food Industry Won't Tell Us. Air copy. Fund drive premium. End Corporate Dominance over Ecosystems and Communities  conference. Howard Lyman, Virgil Hulse. Original recording by Charles Horneissig. Recorded at 48 kHz",,1999-05-22,unknown,DAT,KBOO Archives Room,00:49:00,excellent,"Howard Lyman (Speaker), Charles Horneissig (Field Recorder), Mel Reslor (Producer), Virgil Hulse (Speaker)",KBOO,,244185C0113719F7CB0C73E08808CA8E,kboo_D-114_19990522_HowardLymanVirgilHulse.wav,A:/_final/dat,247 MB,redigitize at 48kHz,,,44.1 kHz,,kboo_D-114_19990522_HowardLymanVirgilHulse.mp3,00:49:04,,
17348,D-113,"Howard Lyman and Virgil Hulse at the 1999 End Corporate Dominance Conference, Portland",,"What the Food Industry Won't Tell Us. Howard Lyman Keynote, End Corporate Dominance over Ecosystems and Communities  conference, May 1999. By Mel Reslor. Recorded at 44.1 kHz",,1999-05-22,unknown,DAT,KBOO Archives Room,00:33:00,,"Howard Lyman (Speaker), Charles Horneissig (Field Recorder), Mel Reslor (Producer)",KBOO,,,,,,Unable to capture clear audio. High error rates on this DAT--possible irreversible dropout and deterioration of original media.,,,,,,,,
17223,CS-1522,"Howard Lyman and Virgil Hulse at the 1999 End Corporate Dominance Conference, Portland",,What the Food Industry Won't Tell Us. Howard Lyman at End Corporate Dominance over Ecosystems and Communities Conference. Side A: 00:00:00-00:16:26 Virgil Hulse. 00:31:30-end Howard Lyman speech. Side B: Howard Lyman speech continued.,,1999-05-22,,1/8 inch audio cassette,KBOO Archives Room,,,"Howard Lyman (Speaker), Virgil Hulse (Speaker), Charles Horneissig (Field Recorder), Mel Reslor (Producer)",KBOO,,,,,,,,,,,,,,
11635,10-1208,"Howard Lyman and Virgil Hulse at the 1999 End Corporate Dominance Conference, Portland",Food,What the Food Industry Won't Tell Us,,1999-05-22,unknown,1/4 inch audio tape,KBOO Archives Room,01:10:00,,"Howard Lyman (Speaker), Charles Horneissig (Field Recorder), Mel Reslor (Producer)",KBOO,,,,,,,,,,,,,,
16812,CS-1111,Rdugger NjokeNjehu-EndCorpDominanceConf in Portland,Corporations,,,1999-05-21,unknown,1/8 inch audio cassette,KBOO Archives Room,01:05:00,,Lee Lew Lee,,,,,,,,,,,,,,,
11527,10-1100,Alternative Radio,"Media, Women",Alternative Radio - media representation of women,,1999-05-18,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Susan Douglas,Alternative Radio,,,,,,,,,,,,,,
18128,CS-0701,CS-0701 title,Indigenous,Wisdom Of The Elders,,1999-05-16,unknown,1/8 inch audio cassette,KBOO Archives Room,00:58:24,,N. Scott Momaday,,,,,,,,,,,,,,,
17332,D-097t2,Cesar Chavez: Part 2,"Labor, Agriculture, Food","Tape 2 of 2. Audio begins at 00:01:20, sounds like it might be spliced from another interview, switches over to Cesar Chavez interview a few secs later. Still about farmworkers, however, this part starts with the mention of Chavez's passing. Sounds like this broadcast is paying homage to his accomplishments. Audio quality is clear",,1999-05-14,unknown,DAT,KBOO Archives Room,01:56:00,,,,,,,,625 MB,"small audio blip at 00:00:31, ends a sec later, long beep at 00:00:39, sounds like audip might be spliced from another interview, switches over to Cesar Chavez interview a few secs later. Still about farmworkers, however, this part starts with the mention of Chavez's passing. Sounds like this broadcast is paying homage to his accomplishments. Audio quality is clear",,,44.1 kHz,,,01:01:59,,
17331,D-097t1,Cesar Chavez: Part 1,"Labor, Agriculture, Food",Tape 1 of 2. A documentary by Chuy Varella and Miguel Molina on the life of Cesar Chavez produced in 1985 'The United Farmworkers Union'. The very start of part two is at the very end of the first tape. People who knew him speak about his character and actions.,,1999-05-13,unknown,DAT,KBOO Archives Room,01:56:00,,,,,,,,610 MB,"Long beep at 00:00:32 Crackly audio begins at 00:01:12, clears up 8 secs later. At 00:01:45-00:02:18 there are dual audio clips (which seem intentional, man is speaking what sounds like poetry, while announcer is introducing  the program) Audio quality is good, there are some spots with background white noise (like 00:38:12) but nothing for concern. Date of interview: 1990-05-13",,,44.1 kHz,,,01:00:30,,
11525,10-1098,Alternative Radio,Government/Politics,Alternative Radio - resisting monoculture,,1999-05-11,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Helen Norberg Hodge,Alternative Radio,,,,,,,,,,,,,,
17325,D-091,Helen Caldicott Interview,,"Dr. Caldicott talks about global warming, starvation, healthcare, health problems, war, gun control, abortion, and overpopulation.",,1999-05-07,unknown,DAT,KBOO Archives Room,,,,Pacifica Radio,,,,,,,,,,,,,,
11524,10-1097,10-1097 title,"War/Peace, Corporations",on the military-industrial complex,,1999-05-04,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,William Greider,,,,,,,,,,,,,,,
18178,CS-0751,CS-0751 title,War/Peace,USWarAgainst Yugoslavia,,1999-05-01,unknown,1/8 inch audio cassette,KBOO Archives Room,01:25:00,,Michael Parenti,,,,,,,,,,,,,,,
17338,D-103,D-103 title,Global Affairs,,,1999-04-30,unknown,DAT,KBOO Archives Room,,,Nelson Mandela,,,,,,667 MB,"long beep begins at 00:00:34, small audio distortion at 01:04:36, lasts roughly four secs, otherwise audio quality is good",,,44.1 kHz,,,01:06:09,,
18427,CS-1000,mail art,Arts/Culture,,,1999-04-29,unknown,1/8 inch audio cassette,KBOO Archives Room,00:30:00,,Lorie Heinz,,,,,,,,,,,,,,,
17306,D-072,Black Book Talk,"Fiction, African American",Host O.B. Hill reviews good books by black authors. Author is Dianne __?,,1999-04-27,unknown,DAT,KBOO Archives Room,00:26:10,,O.B. Hill (KBOO Host),KBOO,,,,,,,,,,,,,,
17249,D-019,Voices of Pacifica. Untangling the Web: The Iran-Contra Hearings Revisited,"Global Affairs, Government/Politics, Latina/Latino/Hispanic, War/Peace","Covers the covert arms for hostages deal, the investigation into the deal, and the cover-up. Occurred during President Ronald Reagan's presidency. Former Lieutenant Colonel Oliver North testifies.",,1999-04-27,unknown,DAT,KBOO Archives Room,,,Larry Bensky (Producer),Pacifica Radio,,C22FA4B1392AAC0E48951FEDA8620388,kboo_D-019_19990427_pacificaradio.wav,A:/_final/dat,613 MB,Long beep at 00:00:38. Audio is clear and good,,,44.1 kHz,,kboo_D-019_19990427_pacificaradio.mp3,01:00:14,AZ0866,PRA Archive #
11699,10-1272,10-1272 title,Government/Politics,on Democracy Now,,1999-04-27,unknown,1/4 inch audio tape,KBOO Archives Room,,,Michael Ratner,Democracy Now,,,,,,,,,,,,,,
11520,10-1093,10-1093 title,"Women, Economy","Women, Welfare & Poverty",,1999-04-27,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Diane DuJon,,,,,,,,,,,,,,,
18117,CS-0690,Mumia abu-Jamal's lawyer in Portland speech,"Law/Courts/Crime, African American",,,1999-04-25,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Leonard Weinglass,,,,,,,,,,,,,,,
18413,CS-0986,unknown title,Arts/Culture,,,1999-04-22,unknown,1/8 inch audio cassette,KBOO Archives Room,00:30:00,,Tad Savinar,,,,,,,,,,,,,,,
14171,CD-0017,Europe correspondent for The Nation,Government/Politics,,,1999-04-22,unknown,CD,KBOO Archives Room,00:28:00,,Daniel Singer,,,,,,,,,,,,,,,
13889,7-1605,DaveWadley on People'sFoodStoreExpansion,Food,,,1999-04-22,unknown,1/4 inch audio tape,KBOO Archives Room,00:28:18,,Miles Uchida,,,,,,,,,,,,,,,
11714,10-1287,10-1287 title,"Race, African American, Civil Rights/Human Rights",Day Of Acknowledgement for slavery? in Salem,,1999-04-22,unknown,1/4 inch audio tape,KBOO Archives Room,,,,,,,,,,,,,,,,,,
11519,10-1092,10-1092 title,Global Affairs,US middle east policy,,1999-04-22,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Steven Zunes,,,,,,,,,,,,,,,
18306,CS-0879,CS-0879 title,,PDX speech,,1999-04-21,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Daniel Singer,,,,,,,,,,,,,,,
18433,CS-1006,CS-1006 title,"Global Affairs, War/Peace",East Timor,,1999-04-17,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Jose Ramos-Horta,,,,,,,,,,,,,,,
16999,CS-1298,CS-1298 title,"Asian Pacific American, Immigration",East Timor,,1999-04-17,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Jose Ramos-Horta,,,,,,,,,,,,,,,
11710,10-1283,10-1283 title,Media,Pacifica controversy,,1999-04-16,unknown,1/4 inch audio tape,KBOO Archives Room,,,,,,,,,,,,,,,,,,
11518,10-1091,10-1091 title,Media,Seige Journalism,,1999-04-13,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Sidney Schanberg,,,,,,,,,,,,,,,
11667,10-1240,"Edward Said on Iraq, Kosovo","Global Affairs, War/Peace",,,1999-04-12,unknown,1/4 inch audio tape,KBOO Archives Room,,,Noam Chomsky,,,,,,,,,,,,,,,
11539,10-1112,10-1112 title,Economy,community control of economics,,1999-04-06,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Michael Schuman,,,,,,,,,,,,,,,
18322,CS-0895,CS-0895 title,"Animals, Environment/Climate",interview,,1999-04-05,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Paul Watson,,,,,,,,,,,,,,,
18298,CS-0871,CS-0871 title,Global Affairs,PDX speech,,1999-04-02,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Jennifer Harbury,,,,,,,,,,,,,,,
18343,CS-0916,CS-0916 title,Arts/Culture,,,1999-04-01,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Nan Curtis,,,,,,,,,,,,,,,
17342,D-107,Poets for International Women's Day,"Poetry, Women",Elizabeth McClegan and Linda Elegant read poetry. Interviewed by Cylene Nathan,,1999-03-4,unknown,DAT,KBOO Archives Room,00:29:06,,"Linda Elegant, Elizabeth McLagen (Interviewee), Cylene Nathan (KBOO Interviewer)",,,,,,,"program ends at 00:29:09, audio (for what seems to be a promo) comes on at 00:29:15 and is a bit distorted for a couple of seconds, and audio is clear to the end. Overall good quality",,,,,,,,
18537,D-041,Ann Shelly Interviews,Poetry,Ann Shelly Author writes childrens books and essays .Talks about her childhood and the only books she had. Also reads poems. Produced by Maxine Kinney,,1999-03-30,unknown,DAT,KBOO Archives Room,00:59:00,,Nikki Giovanni,Pacifica Radio,,D7D3C747533371881E3779699DB0CCAA,kboo_D-041_19990330_pacificaradio.wav,A:/_final/dat,604 MB,Audio begins as distorted but clears up. Audio is good,,,44.1 kHz,,kboo_D-041_19990330_pacificaradio.mp3,00:59:51,,
11529,10-1102,Alternative Radio,"War/Peace, Economy, Government/Politics",Alternative Radio - the sword and the dollar,,1999-03-30,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Michael Parenti,Alternative Radio,,,,,,,,,,,,,,
18374,CS-0947,"Erik Marcus, author of Vegan: The New Ethics of Eating","Food, Health, Animals",wrote Vegan: The New Ethics of Eating,,1999-03-29,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Erik Marcus,,,,,,,,,,,,,,,
17268,D-037,Southern Appalachian Women Writers,"Fiction, Women",Southern Appalachian women writers,,1999-03-29,unknown,DAT,KBOO Archives Room,00:59:00,,,Pacifica Radio,,E9F4FC5F52ACE9E329F6EB65B5D4EC76,kboo_D-037_19990329_pacificaradio.wav,A:/_final/dat,539 MB,"Long beep at 00:00:17, audio starts off with minor distortion, clears up a few secs later. Audio is of good quality, it ends at 00:58:27.",,,44.1 kHz,,kboo_D-037_19990329_pacificaradio.mp3,00:58:49,,
17265,D-034,Short History Of A Prince,"Fiction, Global Affairs",East Timor. Xanana Gusmao. Asia/Pacific Islands,,1999-03-29,unknown,DAT,KBOO Archives Room,00:29:00,,Xanana Gosmao,,,F98CC0D5C8D8392556E1BEAF31F8164A,kboo_D-034.wav,A:/_final/dat,299 MB,"silent until 00:00:52 when white noise begins, followed by a long beep at 00:01:05. Audio begins at 00:01:44, mostly clear, some background noise during one of the correspondents answers 299MB",,,44.1 kHz,,kboo_D-034.mp3,00:29:00,,
14086,7-1803,Int'l Transport Workers Fed.,Labor,,,1999-03-28,unknown,1/4 inch audio tape,KBOO Archives Room,00:32:00,,John Sansone,,,,,,,,,,,,,,,
18305,CS-0878,CS-0878 title,"Food, Agriculture, Economy",World Hunger: 12 Myths,,1999-03-24,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Frances Moore Lappe (Guest),,,,,,,,,,,,,,,
18531,D-030,Women of Pacifica: Zora Neale Hurston,"African American, Fiction, Women",,,1999-03-23,unknown,DAT,KBOO Archives Room,00:50:00,,Zora Neale Hurston,Pacifica Radio,,9A67EEF74D54A30640EA629F21AEF320,kboo_D-030_19990323_pacificaradio.wav,A:/_final/dat,509 MB,"patchy audio begins at 00:00:14, clears up at 00:00:19, after that clear audio 509MB",,,44.1 kHz,,kboo_D-030_19990323_pacificaradio.mp3,00:50:00,,
17319,D-085,Ralph Nader Speaks,Government/Politics,"Nader talks about several subjects including the Luddites, government manipulation of the public, pollution, global warming, animal extinction, health care and the substantial cost to our incomes.",,1999-03-23,unknown,DAT,KBOO Archives Room,,,David Barsamian (Host),Alternative Radio,,,,,611 MB,"silent until 00:00:37 with a long beep, good quality. Minute of silence at end",,,44.1 kHz,,,01:00:35,,
18528,D-027,Women of Pacifica: Old Women and Agism,"Elders, Women",,,1999-03-22,unknown,DAT,KBOO Archives Room,00:59:00,,,Pacifica Radio,,A171F3AF4543EFD3FAD8EF0AB7F3B5C1,kboo_D-027_19990322_pacificaradio.wav,A:/_final/dat,583 MB,"audio begins at 00:00:27, duration 00:57:47, good quality",,,44.1 kHz,,kboo_D-027_19990322_pacificaradio.mp3,00:57:47,,
17274,D-043,Women of the Arab World: Differences in Women and Men in Islam.,"Faith/Religion/Spirituality, Global Affairs, Women",Explains the importlance of the veil and the misconceptions about the veil. Middle-East.,,1999-03-19,unknown,DAT,KBOO Archives Room,01:00:00,,,Pacifica Radio,,B67487D412DB574D788C54C3F28328BE,kboo_D-043_19990319_pacificaradio.wav,A:/_final/dat,617 MB,"Long beep at 00:00:41, audio is distorted in beginning until 00:01:42. Audio is good and clear. Audio ends at 01:00:26",,,44.1 kHz,,kboo_D-043_19990319_pacificaradio.mp3,01:01:09,,
18527,D-026,Women of Pacifica: Triangle Shirtwaist Company Fire,"Labor, Women",,,1999-03-18,unknown,DAT,KBOO Archives Room,00:59:00,,,Pacifica Radio,,08FB7E6056676EF61B1B78AF5BD2CD4A,kboo_D-026_19990318_pacificaradio.wav,A:/_final/dat,611 MB,"silence until long beep at 00:00:42, audio begins 00:01:27, excellent audio throughout. 611 MB",,,44.1 kHz,,kboo_D-026_19990318_pacificaradio.mp3,00:59:00,,
11553,10-1126,10-1126 title,"Environment/Climate, Science/Technology",interview on KBOO,,1999-03-18,unknown,1/4 inch audio tape,KBOO Archives Room,00:58:03,,Amory Lovins,,,,,,,,,,,,,,,
18535,D-038,Gwendolyn Brooks,Fiction,"Writer, National book award",,1999-03-17,unknown,DAT,KBOO Archives Room,00:59:00,,Gwendolyn Brooks,Pacifica Radio,,3E0BAF4843A96CA5CC3809CEAAC9DF77,kboo_D-038_19990321_pacificaradio.wav,A:/_final/dat,612 MB,"Long beep at 00:00:39, audio starts off a bit distorted, clears up by 00:01:41. Choppy for the first few minutes but overall good. Audio ends at 00:59:20.",,,44.1 kHz,,kboo_D-038_19990321_pacificaradio.mp3,01:00:38,,
11528,10-1101,Alternative Radio,Media,Alternative Radio - media and democracy,,1999-03-17,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Robert McChesney,Alternative Radio,,,,,,,,,,,,,,
17334,D-099,D-099 title,African American,,,1999-03-16,unknown,DAT,KBOO Archives Room,,,Sojourner Truth,,,,,,616 MB,Small audio blip at 00:01:00. Long beep at 00:01:08. Audio is clear and consistently so.,,,44.1 kHz,,,01:01:03,,
11706,10-1279,10-1279 title,War/Peace,Veterans Voice,,1999-03-16,unknown,1/4 inch audio tape,KBOO Archives Room,,,,,,,,,,,,,,,,,,
18526,D-025,Women of Pacifica: Poetry,"Poetry, Women",,,1999-03-15,unknown,DAT,KBOO Archives Room,00:59:00,,,Pacifica Radio,,AFE222A70DB01FBA87BE7D5A4295689E,kboo_D-025_19990315_pacificaradio.wav,A:/_final/dat,601 MB,"mostly audible, slight white noise throughout",,,44.1 kHz,,kboo_D-025_19990315_pacificaradio.mp3,00:59:00,,
17270,D-039,Women of Pacifica: Ruth Forman & Bessy Smith,Fiction,Shelley Ann Williams,,1999-03-12,unknown,DAT,KBOO Archives Room,00:59:00,,Shelley Ann Williams,Pacifica Radio,,1E661B7F1EFF64436F75C39267A5FFCF,kboo_D-039_19990312_pacificaradio.wav,A:/_final/dat,606 MB,"Long beep at 00:00:45, audio quality is good",,,44.1 kHz,,kboo_D-039_19990312_pacificaradio.mp3,01:00:03,,
18416,CS-0989,unknown title,Arts/Culture,,,1999-03-11,unknown,1/8 inch audio cassette,KBOO Archives Room,00:30:00,,Michael Knudsen,,,,,,,,,,,,,,,
17260,D-029,Women of Pacifica: Naomi Shihab Nye,"Fiction, Women",,,1999-03-09,unknown,DAT,KBOO Archives Room,00:59:00,,Naomi Shihab Nye,Pacifica Radio,,DEBAD5ABE7058FD6D14CA755F4069630,kboo_D-029_19990309_pacificaradio.wav,A:/_final/dat,610 MB,"silence until 00:00:35 when a long beep begin, rough audio intro at 00:01:17, clear at 00:01:21, extremely clear audio, seemingly throughout",,,44.1 kHz,,kboo_D-029_19990309_pacificaradio.mp3,00:59:00,,
11536,10-1109,10-1109 title,Economy,Hidden Economic Indicators',,1999-03-09,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Marilyn Waring,,,,,,,,,,,,,,,
16798,CS-1097,animal research industry,Animals,,,1999-03-07,unknown,1/8 inch audio cassette,KBOO Archives Room,01:30:00,,,,,,,,,,,,,,,,,
14105,7-1822,7-1822 title,Government/Politics,Caesar vs. Brutus. Really,,1999-03-05,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:00,,Michael Parenti,,,,,,,,,,,,,,,
17262,D-031,Women of Pacifica: Joan Borysenko,"Women, Health Care","Mind, body, medicine. Mental Health",,1999-03-04,unknown,DAT,KBOO Archives Room,00:59:00,,Joan Borosenko,Pacifica Radio,,E70E028FA8409A532EAD5AF65DD625CE,kboo_D-031_19990304_pacificaradio.wav,A:/_final/dat,619 MB,"silence until long beep at 00:01:08, audio begins at 00:01:53, white noise in background but still audible, until 00:27:42 where audio is grating until 00:27:56",,,44.1 kHz,,kboo_D-031_19990304_pacificaradio.mp3,01:01:19,,
17247,D-017,David Brower at the Public Interest Environmental Law Conference,Environment/Climate,David Brower at PIELC. Helen Caldicott,,1999-03-04,unknown,DAT,KBOO Archives Room,,,,,,,,,,,,,,,,,,
17328,D-094,Gloria Steinem,Women,"Noted feminist, Steinem is a writer. She talks about religion.",,1999-03-03,unknown,DAT,KBOO Archives Room,,,Gloria Steinem,,,,,,604 MB,long beep at 00:00:41; great audio quality,,,44.1 kHz,,,00:59:50,,
18529,D-028,Women of Pacifica,Women,,,1999-03-02,unknown,DAT,KBOO Archives Room,00:59:00,,,Pacifica Radio,,,,,,,,,,,,,,
17246,D-016,"Sabina Virgo speaks at the Unitarian Church of Orange County, Anaheim",Women,"Her speech addresses race, class, and gender. Topics include the failures of the Clinton administration, legal action against people of color, role of the housewife, income inequality, the struggles of women of color, and women in the developing world.",,1999-03-01,unknown,DAT,KBOO Archives Room,,,Sabina Virgo,Pacifica Radio,,D357E37DBF41EA7B031E74677C309581,kboo_D-016_19990301_SabrinaVirgo.wav,A:/_final/dat,606 MB,"small audio blip at 00:00:22, ends two secs later. a distorted long beep begins at 00:00:31, it is intermittent until audio begins. Audio quality is good",,,44.1 kHz,,kboo_D-016_19990301_SabrinaVirgo.mp3,01:00:02,,
17234,D-011,Ramona Africa,"Environment/Climate, African American",,,1999-03-01,unknown,DAT,KBOO Archives Room,00:43:33,,Ramona Africa,,,,,,,,,,,,,,,
17233,D-010,Denise Dailey on Makah Whaling,"Animals, Indigenous",same as 10-1164,,1999-03-01,unknown,DAT,KBOO Archives Room,00:35:07,,Ben White,,,,,,,,,,,,,,,
17232,D-009,Samuel Nguiffo,"Environment/Climate, Global Affairs",,,1999-03-01,unknown,DAT,KBOO Archives Room,00:29:30,,Samuel Nguiffo,,,,,,,,,,,,,,,
17231,D-008,PIELC 1999: Vail Ski Lodge Fire,"Animals, Environment/Climate","Edited episode featuring recorded panel speeches by Craig Rosebraugh, Theresa Kintz, and Kirk Murphy.",,1999-03-01,recorded,DAT,KBOO Archives Room,00:29:30,,"Craig Rosebraugh (Panelist), Theresa Kintz (Panelist), Kirk Murphy (Panelist), Jim Hartnet (KBOO Recording Engineer), Bill Reslor (KBOO Producer), Debra Perry (KBOO Host)",KBOO,,C5274E6B6403702A2B137CDF7CED7CB1,kboo_D-008_199903_PIELCVailFire.wav,A:/_final/DAT,323 MB,,,,48 kHz,,kboo_D-008_199903_PIELCVailFire.mp3,00:29:25,,
16956,CS-1255,Between the Covers: travel writing,Fiction,,,1999-03-01,unknown,1/8 inch audio cassette,KBOO Archives Room,,,,KBOO,,,,,,,,,,,,,,
13906,7-1622,Sacred CircleAlliance-Grande Ronde,Indigenous,,,1999-03-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:09:11,,Carol Logan,,,,,,,,,,,,,,,
13888,7-1604,"AFano, JPGoodwinOnAnimalAbuse-satelliteEdition","Animals, Environment/Climate",,,1999-03-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:30,,Robert Ferber,,,,,,,,,,,,,,,
13887,7-1603,PIELC 1999: Vail Ski Lodge Fire,Environment/Climate,"CRosebraugh, TKintzOnVailSkiLodgeArson-SameAsD-008",,1999-03-01,recorded,1/4 inch audio tape,KBOO Archives Room,00:29:30,,"Craig Rosebraugh (Panelist), Theresa Kintz (Panelist), Kirk Murphy (Panelist), Jim Hartnet (KBOO Recording Engineer), Bill Reslor (KBOO Producer), Debra Perry (KBOO Host)",,,,,,,,,,,,,,,
13886,7-1602,DeniseDailey on Makah Whaling-satellite version,"Animals, Indigenous",,,1999-03-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:29:30,,Ben White,,,,,,,,,,,,,,,
11751,10-1324,10-1324 title,Animals,"SSchock, AKerr SAfricaEnvIssue Incinerators",,1999-03-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:31:13,,Mark Salvo,,,,,,,,,,,,,,,
11750,10-1323,10-1323 title,"Indigenous, Environment/Climate",,,1999-03-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:39:17,,Tom Goldtooth,,,,,,,,,,,,,,,
11698,10-1271,10-1271 title,"Environment/Climate, Energy/Natural Resources, Economy, Global Affairs","LoriWallachOnNAFTA, CaldecottOnNukePower",,1999-03-01,unknown,1/4 inch audio tape,KBOO Archives Room,,,David Brower,,,,,,,,,,,,,,,
11592,10-1165,10-1165 title,Environment/Climate,KieranSuckling on social vs.deep ecology,,1999-03-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:46:13,,Brian Tokar,,,,,,,,,,,,,,,
11591,10-1164,Denise Dailey on Makah Whaling,"Animals, Indigenous",DeniseDailey on Makah whaling-same as D-010,,1999-03-01,unknown,1/4 inch audio tape,KBOO Archives Room,00:35:07,,Ben White,,,,,,,,,,,,,,,
11590,10-1163,10-1163 title,"African American, Film, Energy/Natural Resources",LeeLewLee on downwinders,,1999-03-01,unknown,1/4 inch audio tape,KBOO Archives Room,01:12:21,,Ramona Africa,,,,,,,,,,,,,,,
11500,10-1073,Alternative Radio,"War/Peace, Government/Politics, Global Affairs",Alternative Radio - U.S. vs. Iraq,,1999-02-26,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Noam Chomsky,Alternative Radio,,,,,,,,,,,,,,
17723,CS-0285,IRA splinter group against peace process,Global Affairs,,,1999-02-25,unknown,1/8 inch audio cassette,KBOO Archives Room,,,Dorothy Robinson,,,,,,,,,,,,,,,
18357,CS-0930,CS-0930 title,"Economy, Environment/Climate",,,1999-02-24,unknown,1/8 inch audio cassette,KBOO Archives Room,,,John Stauber,,,,,,,,,,,,,,,
17320,D-086,Bell Hooks Interview,African American,"Hooks talks about black women, feminism, African-Americans, and slavery. Another interview is on the file, starts at 00:48:00.",,1999-02-23,unknown,DAT,KBOO Archives Room,,,Bel Hooks,,,,,,610 MB,silent until long beep at 00:00:35. Overall sound quality is good.,,,44.1 kHz,,,01:00:30,,
11499,10-1072,Alternative Radio,"African American, Law/Courts/Crime, Race",Alternative Radio - Death Penalty and Racism,,1999-02-23,unknown,1/4 inch audio tape,KBOO Archives Room,00:59:00,,Helen Prejean,Alternative Radio,,,,,,,,,,,,,,
17250,D-020,Langston Hughes,"African American, Fiction",,,1999-02-22,unknown,DAT,KBOO Archives Room,,,Langston Hughes,,,B4036F821CA6F989D346489B80B3A55F,kboo_D-020_19990222_LangstonHughes.wav,A:/_final/dat,668 MB,"Small audio blip at 00:01:04, white noise is in the background for some of the audio, does not take away from audio, small audio distortion at 01:04:25. Audio becomes intermittently distorted at 01:05:15 until the end of audio on file. Overall audio quality is good",,,44.1 kHz,,kboo_D-020_19990222_LangstonHughes.mp3,01:06:11,,
11712,10-1285,10-1285 title,"Asian Pacific American, Race, War/Peace",Pinedale relocation camp-Japanese-Americans WW2,,1999-02-21,unknown,1/4 inch audio tape,KBOO Archives Room,,,Aiko Somogi Dean,,,,,,,,,,,,,,,
17339,D-104,D-104 title,"Music, African American, Government/Politics",,,1999-02-19,unknown,DAT,KBOO Archives Room,,,Paul Robeson,,,,,,608 MB,"long beep begins at 00:00:40, seems the intro might have been cut out, otherwise audio is clear.",,,44.1 kHz,,,01:00:14,,
